record_id,timestamp,client_ip,field_a,field_b,field_c,field_d,field_e,field_f,is_anomaly
bf7b539b-0f9a-ea4b-8acd-4e10bc594585,2026-04-30 23:59:59,13[.]150[.]123[.]129,GET,/static/css/main.css?q[=]watch,ALLOW,"Mozilla/5.0 (iPad; CPU OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Mobile/15E148 Safari/604.1",31.09,,0
9e8fc965-0a2c-827e-9832-685694340a03,2026-05-01 00:00:02,169[.]150[.]145[.]134,GET,/api/v1/cart/items,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",162.97,,0
750cab75-4ccc-9bc2-a53f-8a28abf3e3fc,2026-05-01 00:00:11,193[.]240[.]19[.]3,GET,/api/v1/settings,ALLOW,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,60.82,,0
e1805081-5958-a499-eeea-163e21e8ac68,2026-05-01 00:00:14,63[.]95[.]73[.]41,POST,/api/v1/settings,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",188.34,,0
43b409ef-2260-e70f-e0cc-edc5f05db76e,2026-05-01 00:00:21,28[.]191[.]142[.]40,GET,/api/v1/checkout?currency[=]USD,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",149.37,,0
0d01280f-d89a-40c0-e87d-1c78e7c421c7,2026-05-01 00:00:27,109[.]213[.]71[.]12,GET,/api/v1/auth/login,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",107.82,,0
e21342b0-f1ee-dba3-1343-2e611ca3c448,2026-05-01 00:00:39,39[.]140[.]10[.]214,POST,/api/v1/cart/items,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",80.48,,0
0a368ce7-dc57-0131-f8e1-daa7cbceabde,2026-05-01 00:00:47,54[.]175[.]64[.]171,POST,/api/v1/dashboard/stats,ALLOW,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,97.55,,0
0658663a-698c-206f-e1a4-7e102d534dd0,2026-05-01 00:00:46,237[.]86[.]201[.]239,POST,/api/v1/notifications,ALLOW,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),183.74,,0
09e9db0a-df46-5290-61ee-411a1bac27a7,2026-05-01 00:00:59,57[.]52[.]210[.]236,POST,/api/v1/settings,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",192.46,,0
dd463c09-4752-87aa-5408-f9ac6601ddd0,2026-05-01 00:00:57,198[.]72[.]90[.]165,GET,/static/css/main.css,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",230.66,,0
f86c2ca2-e085-96db-1d87-09660710d430,2026-05-01 00:01:05,149[.]247[.]252[.]68,GET,/api/v1/auth/login?limit[=]50,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",85.13,,0
30a900ad-939b-462d-e645-f129629c2ae3,2026-05-01 00:01:11,182[.]112[.]1[.]134,GET,/static/css/main.css,ALLOW,axios/1.6.7,164.55,,0
5487fd4f-ebb7-a385-aa0b-7b14f2e9702d,2026-05-01 00:01:21,170[.]218[.]32[.]185,GET,/api/v1/checkout,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",78.07,,0
f0bbac67-aa38-d0a1-6ba2-5efe311c6eb6,2026-05-01 00:01:24,146[.]78[.]104[.]141,GET,/api/v1/auth/login,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",238.21,,0
36b5229a-acf5-e81e-7131-62697118e364,2026-05-01 00:01:32,204[.]231[.]246[.]204,GET,/api/v1/products,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",184.78,,0
ac3c5640-3c20-592f-c04a-96c4f3b63fe1,2026-05-01 00:01:36,207[.]51[.]38[.]7,POST,/api/v1/auth/login?filter[=]active,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",278.82,,0
3e75c3b4-664f-a663-7e8f-8095624c69b6,2026-05-01 00:01:40,177[.]2[.]229[.]193,GET,/api/v1/dashboard/stats,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",301.22,,0
d92c9227-eadf-5085-3fcb-75468eb22579,2026-05-01 00:01:46,35[.]206[.]119[.]171,GET,/static/css/main.css,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",157.04,,0
722764e6-8c41-561b-e827-a1b9d4a02e53,2026-05-01 00:02:00,191[.]221[.]122[.]116,GET,/api/v1/checkout,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",54.1,,0
13d5f2f7-709b-7d97-464c-04af3d3f3799,2026-05-01 00:02:04,61[.]70[.]86[.]82,POST,/static/css/main.css,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",100.27,,0
6a34c854-1071-4d51-36c5-9dacb4d7e28e,2026-05-01 00:02:07,139[.]120[.]107[.]16,POST,/api/v1/users/profile,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",144.62,,0
da7b9095-63d6-2a39-c0e3-befd4c71e0fe,2026-05-01 00:02:18,214[.]108[.]138[.]192,GET,/static/css/main.css,ALLOW,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,126.68,,0
addc3e13-ab3b-4d37-560c-95ee638c254c,2026-05-01 00:02:23,186[.]43[.]216[.]120,POST,/api/v1/products,ALLOW,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,300.45,,0
22bd3388-6db9-9102-a48b-3dbe157d94a1,2026-05-01 00:02:30,47[.]13[.]67[.]98,POST,/api/v1/cart/items?utm_source[=]google,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",84.09,,0
78660765-14f7-ce8d-d5bc-b8d04094dded,2026-05-01 00:02:28,139[.]14[.]244[.]90,POST,/api/v1/users/profile,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",216.95,,0
9f0fda8d-0537-9ff6-d6d7-b3b833094d35,2026-05-01 00:02:35,33[.]122[.]172[.]30,POST,/api/v1/users/profile,ALLOW,"Mozilla/5.0 (Linux; Android 13; SM-S918B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",96.03,,0
d1bdb8c0-c71d-5e60-1d52-06abb7e6427c,2026-05-01 00:02:41,80[.]28[.]149[.]7,POST,/api/v1/checkout,ALLOW,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),67.74,,0
c5c14eb4-b27b-3d90-1a16-342c3e2b6091,2026-05-01 00:02:49,176[.]154[.]207[.]31,GET,/api/v1/auth/login,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",102.03,,0
7d7ddbed-d284-476c-6b88-f83dd97dc9cd,2026-05-01 00:02:53,246[.]93[.]163[.]229,GET,/api/v1/settings,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",45.69,,0
d36357b6-6f81-cf4f-7701-f7bb7bc67e1f,2026-05-01 00:03:05,69[.]83[.]219[.]63,GET,/api/v1/dashboard/stats,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",165.63,,0
561e16d1-6105-716b-ab0e-664e9c3eb2d5,2026-05-01 00:03:04,218[.]84[.]47[.]125,POST,/api/v1/users/profile,ALLOW,"Mozilla/5.0 (Linux; Android 13; SM-S918B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",80.0,,0
f2b43abf-8441-aefd-0299-436a8e485223,2026-05-01 00:03:12,62[.]185[.]105[.]126,POST,/static/css/main.css,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",163.33,,0
6786d506-38ba-8abc-4b53-05e517d2582e,2026-05-01 00:03:23,79[.]170[.]149[.]95,GET,/api/v1/settings,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",101.22,,0
314d3441-b8a6-171f-1ee3-4dc43b048a8b,2026-05-01 00:03:25,191[.]138[.]244[.]196,GET,/api/v1/products?filter[=]active,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",301.87,,0
4bd6cee6-31b1-b099-d527-21e719bc143e,2026-05-01 00:03:30,46[.]78[.]4[.]182,POST,/static/css/main.css?category[=]home,ALLOW,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,155.06,,0
0323d342-df6a-8f93-1a43-2f0a7daa39f0,2026-05-01 00:03:40,121[.]123[.]113[.]88,GET,/api/v1/products,ALLOW,"Mozilla/5.0 (Linux; Android 13; SM-S918B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",61.34,,0
2631d00b-26d7-94d3-0db9-5301afbb411a,2026-05-01 00:03:48,243[.]78[.]22[.]64,POST,/api/v1/dashboard/stats,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",158.55,,0
715629ee-e893-be3d-7354-ea6f61607459,2026-05-01 00:03:49,151[.]254[.]110[.]79,GET,/api/v1/auth/login,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",61.56,,0
2812859a-1337-739e-8d4f-5d272c7f0b79,2026-05-01 00:03:52,116[.]177[.]153[.]121,POST,/api/v1/checkout?ref[=]newsletter,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",112.6,,0
96fc734d-a003-cd28-ca8f-3653c9af18f8,2026-05-01 00:04:05,240[.]51[.]109[.]30,GET,/static/css/main.css?sort[=]created_desc,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",66.2,,0
77fc9703-1fd5-a423-706c-5c5649e2623d,2026-05-01 00:04:11,180[.]104[.]242[.]70,POST,/static/css/main.css,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",273.28,,0
176132ed-069f-14f1-4018-1c6e9a8cfa3c,2026-05-01 00:04:13,173[.]215[.]221[.]148,GET,/api/v1/auth/login,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",150.75,,0
ea83bf00-7135-f221-a6c9-537f84dad06a,2026-05-01 00:04:20,150[.]112[.]163[.]209,GET,"/api/v1/users/profile?username[=]1' AND EXTRACTVALUE[(]1,CONCAT[(]0x7e,[(][SELECT] version[(][)][)][)][)]--",BLOCK,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",213.03,,1
49c8a43f-7ed7-0ed7-b194-990b6961929e,2026-05-01 00:04:29,103[.]209[.]195[.]141,GET,/api/v1/auth/login,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",96.2,,0
83bc9478-dd6a-c7b8-6778-043bc5c5b37a,2026-05-01 00:04:37,1[.]169[.]223[.]139,POST,/api/v1/settings,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",78.51,,0
445dcc38-341c-6494-0d36-6dfcc28ebd70,2026-05-01 00:04:40,238[.]74[.]113[.]226,GET,/api/v1/settings?currency[=]USD,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",63.14,,0
762172ed-1d0b-c9bd-e9b5-c5cfd7665cda,2026-05-01 00:04:50,166[.]214[.]40[.]128,GET,/api/v1/checkout,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",78.27,,0
bf0d073d-821c-1336-9970-cf60ebff8d15,2026-05-01 00:04:56,222[.]18[.]71[.]198,GET,/api/v1/notifications,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",360.0,,0
260a5962-dd81-b7f5-7d59-11c6a8f1e091,2026-05-01 00:04:58,124[.]89[.]86[.]142,POST,/static/css/main.css,ALLOW,axios/1.6.7,88.85,,0
bea4ff31-5174-00f8-0b2c-782a69288e92,2026-05-01 00:05:04,234[.]208[.]98[.]99,POST,/api/v1/products,ALLOW,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",128.35,,0
1986b4b2-70b7-e868-d854-80f0dfcaf0b7,2026-05-01 00:05:11,117[.]4[.]185[.]37,GET,/api/v1/notifications,ALLOW,Go-http-client/2.0,74.81,,0
da330aa1-541c-dfcd-da0d-4a5f148f8b74,2026-05-01 00:05:18,137[.]98[.]245[.]82,POST,/api/v1/settings,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",138.24,,0
bf2c14a0-3a3c-8a71-ff57-4e2b4991ab9b,2026-05-01 00:05:18,251[.]26[.]195[.]163,GET,/api/v1/dashboard/stats,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",183.0,,0
697c3923-87fa-841a-3e83-b91f25440fe0,2026-05-01 00:05:29,203[.]47[.]44[.]45,POST,/api/v1/dashboard/stats,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",174.64,,0
4104a8b5-a34d-b7c5-760d-ebbb3b70b3a1,2026-05-01 00:05:34,171[.]3[.]231[.]206,GET,/api/v1/settings,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",75.53,,0
f6478986-a391-7c99-4c95-5f6a966b1964,2026-05-01 00:05:40,65[.]117[.]217[.]78,GET,/api/v1/users/profile,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",74.04,,0
4b943e30-b303-f438-fe21-10d04bbe4aff,2026-05-01 00:05:42,213[.]169[.]102[.]71,POST,/api/v1/auth/login,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",159.28,,0
e726be23-e776-b886-d534-ee1d7f2984f5,2026-05-01 00:05:51,205[.]59[.]156[.]206,POST,/api/v1/cart/items?currency[=]USD,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",222.74,,0
a0a11839-e745-7704-18df-bc3ca0d4de3d,2026-05-01 00:06:00,80[.]202[.]113[.]9,GET,/api/v1/cart/items,ALLOW,"Mozilla/5.0 (iPad; CPU OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Mobile/15E148 Safari/604.1",63.69,,0
