record_id,timestamp,client_ip,field_a,field_b,field_c,field_d,field_e,field_f,is_anomaly
c06ce977-7e4e-4929-a756-8140cb48ace6,2026-05-01 03:51:29,192[.]168[.]3[.]58,GET,/static/css/main.css,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",71.75,,0
02ed852a-4dc0-4b3e-acd3-3a6fd9798103,2026-05-01 06:36:05,192[.]168[.]7[.]29,POST,/api/v1/products,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",46.71,,0
0329437c-2444-40e8-ac12-7d0eff14d5d9,2026-05-01 00:22:58,192[.]168[.]3[.]45,GET,/api/v1/dashboard/stats,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",116.92,,0
bc2d311d-b57c-4f5f-aa84-9502f0cb0f37,2026-05-01 09:39:10,192[.]168[.]9[.]207,GET,/api/v1/users/profile,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",172.73,,0
70027ee2-b4ff-4fd1-a6e7-b9357a84853a,2026-05-01 13:24:29,192[.]168[.]10[.]152,GET,/api/v1/notifications,ALLOW,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,157.5,,0
71f4060c-9848-438d-b46c-0084608c6884,2026-05-01 04:09:32,192[.]168[.]3[.]51,GET,/api/v1/dashboard/stats,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",109.13,,0
de4fe660-e1e9-4486-9164-81b1343d5455,2026-05-01 02:53:21,192[.]168[.]6[.]44,POST,/api/v1/users/profile,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",87.0,,0
439832f9-37fe-4b78-9c29-4c24ada02ac4,2026-05-01 05:00:59,192[.]168[.]6[.]34,GET,/api/v1/users/profile,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",98.46,,0
7da337fb-5604-4627-8eb6-375f5ec0d074,2026-05-01 01:14:33,192[.]168[.]3[.]116,POST,/api/v1/settings,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",98.45,,0
a9710179-1b82-4769-8da1-a83a5058e46f,2026-05-01 01:14:10,192[.]168[.]4[.]75,GET,/api/v1/settings,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",95.22,,0
